지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
108,2019-10-01,23.1,17.6,622.0,28.2,1536,,,,,,,6.9,140.0,1950.0,4.4,140.0,1953.0,1.8,1587.0,16.4,46,1123,67.1,18.7,1007.9,1019.4,959.0,1016.8,2350.0,1017.8,11.8,7.5,1100.0,1.93,13.05,,,,,,6.8,3.4,24.5,12.3,23.2,23.1,22.8,22.9,22.8,22.7,22.6,20.5,17.3,2.8,3.9,4.6,
108,2019-10-02,21.6,20.0,2330.0,24.2,1112,14.17,1.9,359.0,4.6,330.0,23.1,9.0,20.0,2120.0,5.5,360.0,2124.0,3.0,2607.0,19.4,66,1107,88.0,22.5,1001.7,1017.1,107.0,1004.1,2358.0,1011.5,11.8,0.0,1000.0,0.58,3.4,,,,,,9.9,5.8,22.2,18.4,22.5,23.1,23.1,23.2,23.3,22.9,22.7,20.7,17.5,1.0,1.5,23.1,
108,2019-10-03,22.4,19.8,452.0,27.3,1435,8.33,0.5,23.0,2.0,11.0,4.6,9.6,340.0,29.0,4.9,290.0,1453.0,2.8,2423.0,17.0,45,1624,73.4,19.4,996.4,1010.9,2350.0,1002.0,339.0,1006.2,11.8,6.0,1300.0,1.95,10.14,,,,,,6.3,4.4,22.6,15.9,22.7,22.7,22.4,22.6,22.9,22.8,22.7,20.6,17.5,2.6,3.7,,
108,2019-10-04,22.4,18.0,636.0,27.8,1442,,,,,,,7.1,180.0,1616.0,3.9,180.0,1653.0,2.1,1833.0,16.8,50,1537,71.5,19.1,1002.4,1013.5,1018.0,1010.8,18.0,1012.3,11.7,9.9,1200.0,2.33,16.23,,,,,,3.6,2.8,22.9,14.7,22.9,22.8,22.5,22.6,22.8,22.7,22.5,20.5,17.4,3.1,4.5,0.6,
108,2019-10-05,18.7,14.7,2358.0,21.9,1439,3.13,0.5,713.0,0.5,702.0,0.6,9.4,20.0,1948.0,4.6,360.0,1916.0,2.9,2483.0,13.5,59,1439,72.6,15.8,1006.1,1021.3,2342.0,1012.7,559.0,1016.1,11.7,2.3,1200.0,1.66,8.24,,,,,,7.0,5.8,20.8,12.2,21.7,22.4,22.5,22.8,23.2,22.8,22.7,20.7,17.6,2.5,3.6,0.0,
108,2019-10-06,18.1,13.2,604.0,22.7,1444,,,,,,,8.5,360.0,826.0,4.8,360.0,842.0,2.9,2465.0,8.2,38,1321,53.4,11.0,1012.3,1024.5,923.0,1021.1,2.0,1022.4,11.6,9.4,1000.0,2.36,16.17,,,,,,6.1,2.9,19.1,10.6,19.6,20.4,21.0,21.7,22.5,22.7,22.5,20.5,17.5,3.1,4.4,10.4,
108,2019-10-07,14.8,13.3,2309.0,17.9,1,17.17,1.2,853.0,5.6,853.0,25.4,5.9,360.0,500.0,3.6,20.0,901.0,1.8,1598.0,13.4,58,24,92.0,15.4,1007.9,1021.2,1.0,1015.7,1738.0,1018.1,11.6,0.0,1200.0,0.28,1.49,,,,,,9.5,7.0,16.7,10.3,17.9,19.2,20.2,21.2,22.6,23.0,23.0,20.9,18.0,0.6,0.8,15.0,
108,2019-10-08,14.7,10.6,2331.0,19.8,1442,,,,,,,9.1,250.0,1426.0,6.2,250.0,1156.0,2.6,2205.0,5.5,26,1345,58.8,9.5,1008.2,1022.2,2226.0,1016.0,329.0,1018.4,11.6,10.3,1200.0,2.69,16.78,,,,,,2.6,2.0,16.7,4.7,17.5,18.4,19.0,,21.0,22.3,22.4,20.4,17.5,3.9,5.6,,
108,2019-10-09,13.6,7.7,704.0,20.4,1441,,,,,,,6.5,200.0,1200.0,3.8,200.0,1256.0,1.7,1431.0,2.2,23,1324,48.3,7.2,1009.5,1022.2,5.0,1016.9,1646.0,1019.7,11.5,10.6,1200.0,2.63,17.42,,,,,,1.9,0.0,14.1,2.5,15.8,17.0,18.1,21.4,20.3,21.9,22.3,20.3,17.5,3.4,4.9,,
108,2019-10-10,15.2,10.7,215.0,19.8,1508,,,,,,,5.3,250.0,2340.0,2.8,270.0,2329.0,1.3,1122.0,7.4,39,1321,60.9,10.4,1006.3,1018.5,1.0,1014.5,1423.0,1016.5,11.5,1.1,1300.0,1.78,8.06,,,,,,9.0,6.0,16.0,5.3,16.4,17.1,17.8,20.8,19.0,21.7,22.3,20.4,17.6,1.7,2.4,,
108,2019-10-11,18.8,13.0,659.0,26.1,1548,,,,,,,8.7,50.0,2015.0,4.9,360.0,2136.0,1.9,1664.0,10.2,30,1542,60.0,12.5,1005.2,1017.0,2334.0,1013.1,1425.0,1015.2,11.4,10.3,1200.0,2.45,16.44,,,,,,0.9,0.0,18.4,8.6,18.4,18.4,18.4,20.2,,,,,,3.8,5.5,,
108,2019-10-12,17.9,13.3,2346.0,23.3,1319,,,,,,,14.5,340.0,1132.0,6.7,360.0,1140.0,3.5,3006.0,6.7,34,1319,49.3,9.8,1008.0,1020.8,2240.0,1016.1,318.0,1018.1,11.4,10.5,1200.0,2.54,17.37,,,,,,0.6,0.6,18.2,7.9,18.2,18.7,18.9,21.0,20.0,21.2,21.9,20.2,17.8,4.7,6.7,,
108,2019-10-13,17.2,12.1,413.0,23.8,1517,,,,,,,7.4,360.0,813.0,4.1,360.0,950.0,1.9,1605.0,7.0,32,1450,52.6,10.0,1012.2,1023.6,854.0,1020.6,42.0,1022.4,11.4,10.6,1100.0,2.47,16.52,,,,,,2.1,1.3,17.8,7.2,17.8,18.2,18.5,20.7,19.9,21.1,21.8,20.2,17.7,3.2,4.6,,
108,2019-10-14,14.4,9.5,2358.0,19.6,1410,,,,,,,9.0,270.0,827.0,5.1,270.0,835.0,2.5,2117.0,5.3,33,1606,56.9,9.2,1014.8,1028.0,2257.0,1023.0,308.0,1025.1,11.3,10.1,1200.0,2.35,14.54,,,,,,1.9,0.8,17.1,4.0,17.1,17.9,18.3,20.1,19.8,21.0,21.6,20.2,17.8,3.3,4.8,,
108,2019-10-15,14.5,8.8,155.0,20.4,1355,,,,,,,9.0,340.0,856.0,4.3,360.0,900.0,1.6,1413.0,5.4,38,1401,55.6,9.1,1017.6,1029.6,834.0,1026.3,1713.0,1027.9,11.3,7.7,1100.0,2.48,14.07,,,,,,3.0,3.0,14.5,3.6,16.0,17.0,17.6,19.0,19.3,20.8,21.5,20.2,17.7,2.5,3.6,,
108,2019-10-16,14.6,9.0,656.0,20.8,1450,,,,,,,6.4,200.0,1520.0,3.6,200.0,1525.0,1.6,1387.0,5.7,32,1427,58.3,9.2,1016.0,1028.4,151.0,1024.2,1552.0,1026.3,11.2,9.8,1200.0,2.52,15.6,,,,,,5.3,2.3,16.3,4.0,16.1,16.9,17.4,19.6,18.9,20.6,21.4,20.2,17.7,3.0,4.3,,
108,2019-10-17,15.4,11.2,600.0,21.6,1532,,,,,,,6.9,70.0,1652.0,3.5,70.0,1548.0,1.7,1494.0,6.1,31,1533,56.0,9.4,1014.1,1025.5,7.0,1022.7,1742.0,1024.3,11.2,7.4,1000.0,1.86,12.02,,,,,,4.8,4.0,17.2,6.4,16.6,17.2,17.5,20.1,18.8,20.4,21.3,20.2,17.8,2.8,3.9,,
108,2019-10-18,17.0,12.0,419.0,22.7,1336,,,,,,,8.3,20.0,1306.0,4.3,20.0,1312.0,2.4,2075.0,8.5,43,1302,58.3,11.2,1011.9,1025.2,148.0,1019.7,1621.0,1022.0,11.2,8.0,1200.0,2.01,12.08,,,,,,7.1,4.4,17.4,7.2,16.9,17.3,17.4,20.0,18.7,20.2,21.1,20.1,17.7,2.9,4.1,,
108,2019-10-19,17.0,12.1,710.0,23.1,1546,,,,,,,6.3,250.0,1418.0,3.7,230.0,1253.0,1.8,1513.0,9.5,38,1524,63.8,12.0,1010.4,1021.6,854.0,1019.2,1512.0,1020.5,11.1,10.2,1100.0,2.3,15.17,,,,,,0.8,0.8,17.5,6.4,17.5,17.8,17.8,19.0,18.7,20.0,20.9,20.0,17.7,2.8,4.0,,
108,2019-10-20,16.5,12.0,642.0,22.9,1438,,,,,,,5.6,230.0,1756.0,3.0,140.0,1314.0,1.3,1149.0,10.5,38,1538,70.3,12.7,1011.4,1023.8,858.0,1019.8,1628.0,1021.6,11.1,9.3,1200.0,2.29,14.67,,,,,,0.6,0.6,18.1,6.3,17.5,17.9,17.9,,18.7,19.9,20.8,20.0,17.7,2.6,3.7,,
108,2019-10-21,17.1,10.9,637.0,24.6,1443,,,,,,,4.2,340.0,1353.0,2.4,320.0,1650.0,1.0,901.0,8.6,28,1443,61.0,11.3,1008.5,1020.9,1.0,1016.3,1643.0,1018.6,11.1,9.6,1100.0,2.2,14.4,,,,,,2.1,0.0,15.9,5.1,16.7,17.3,17.6,18.8,18.7,19.8,20.7,20.0,17.7,2.9,4.1,,
108,2019-10-22,18.1,13.3,700.0,24.4,1431,,,,,,,6.3,50.0,1141.0,3.3,70.0,1142.0,1.6,1403.0,8.8,35,1346,56.1,11.3,1007.5,1019.1,849.0,1015.9,1419.0,1017.6,11.0,9.1,1200.0,2.15,13.66,,,,,,4.4,0.6,18.3,8.1,17.9,18.0,17.8,18.6,18.7,19.7,20.6,20.0,17.8,2.7,3.9,,
108,2019-10-23,17.0,14.3,649.0,20.7,1414,,,,,,,7.6,50.0,2232.0,4.4,70.0,2233.0,2.4,2033.0,8.2,42,1332,57.3,10.9,1008.9,1020.4,2147.0,1017.8,29.0,1019.0,11.0,0.7,1300.0,1.33,8.08,,,,,,8.0,0.3,17.3,8.3,17.2,17.7,17.8,18.7,18.9,19.7,20.5,20.0,17.8,2.4,3.4,,
108,2019-10-24,18.3,15.3,217.0,23.8,1504,,,,,,,9.7,140.0,1302.0,5.1,70.0,1310.0,2.7,2301.0,6.7,33,1445,47.6,9.8,1009.1,1020.9,829.0,1017.0,1450.0,1019.2,10.9,6.6,1200.0,2.24,11.56,,,,,,4.5,4.5,19.4,8.8,17.9,17.9,17.7,18.6,18.8,19.7,20.5,20.1,17.9,3.5,5.0,,
108,2019-10-25,16.7,13.1,2357.0,22.0,1228,1.08,0.0,,0.0,,0.0,9.5,290.0,2226.0,5.6,270.0,2050.0,2.4,2107.0,7.9,34,1215,58.0,10.8,1007.4,1019.1,816.0,1015.8,1424.0,1017.5,10.9,7.1,1200.0,2.11,12.29,,,,,,6.6,4.3,17.2,6.6,17.5,17.7,17.7,18.5,18.6,19.5,20.2,19.8,17.7,2.9,4.1,0.0,
108,2019-10-26,10.0,6.6,732.0,14.9,1327,,,,,,,9.4,250.0,437.0,5.2,320.0,157.0,2.5,2193.0,2.3,39,1312,60.0,7.2,1008.5,1020.6,914.0,1017.5,1628.0,1018.9,10.9,8.7,1100.0,2.39,13.08,,,,,,2.3,0.4,12.6,2.9,15.3,16.6,17.2,18.3,18.5,19.5,20.2,19.8,17.8,2.2,3.2,,
108,2019-10-27,11.0,4.7,729.0,17.4,1515,,,,,,,7.6,320.0,1303.0,4.2,290.0,1557.0,1.6,1404.0,2.7,34,1059,59.0,7.5,1009.1,1021.0,942.0,1017.9,1723.0,1019.4,10.8,9.8,1200.0,2.31,14.45,,,,,,0.9,0.9,12.0,-0.5,13.7,15.0,15.9,17.1,17.7,19.3,20.2,19.8,17.8,2.6,3.7,,
108,2019-10-28,12.9,7.4,532.0,17.7,1236,2.87,0.7,2124.0,1.1,2044.0,1.7,9.8,180.0,1831.0,4.7,230.0,1258.0,2.5,2201.0,6.1,39,1132,65.9,9.5,1005.3,1019.5,1.0,1012.4,2019.0,1015.5,10.8,7.3,1200.0,2.18,11.62,,,,,,5.6,3.9,13.0,2.0,14.3,15.1,15.6,16.7,17.1,19.1,20.1,19.8,17.8,2.3,3.3,1.8,
108,2019-10-29,12.5,8.2,2400.0,17.6,1300,0.92,0.2,,0.3,-2331.0,0.1,8.8,250.0,1217.0,5.2,290.0,1501.0,2.3,2011.0,4.5,32,1530,61.0,8.6,1005.5,1020.0,2329.0,1013.1,443.0,1015.7,10.8,9.0,1100.0,2.12,12.41,,,,,,1.6,1.6,12.4,3.1,14.2,15.3,15.8,16.8,17.0,18.9,20.0,19.7,17.8,2.7,3.8,,
108,2019-10-30,11.2,5.0,706.0,17.7,1336,,,,,,,7.0,270.0,1143.0,3.8,270.0,1140.0,1.6,1350.0,3.3,37,1509,60.3,7.8,1011.1,1022.9,935.0,1019.8,48.0,1021.5,10.7,9.6,1100.0,2.24,14.08,,,,,,0.3,0.3,11.2,-0.3,12.6,13.9,14.8,16.0,16.6,18.6,19.8,19.7,17.8,2.4,3.5,,
108,2019-10-31,14.8,8.4,644.0,19.7,1430,,,,,,,10.0,180.0,1542.0,5.2,230.0,1324.0,2.3,2002.0,9.9,55,1211,73.8,12.5,1010.1,1022.2,202.0,1018.6,1623.0,1020.3,10.7,8.0,1100.0,1.98,10.34,,,,,,4.6,4.6,14.2,3.6,14.1,14.5,14.8,15.8,16.2,18.4,19.7,19.7,17.8,1.9,2.7,,
108,2019-11-01,14.9,11.4,2352.0,20.5,1413,,,,,,,6.3,290.0,1011.0,3.9,320.0,1028.0,1.8,1565.0,5.2,25,1503,57.9,9.4,1011.3,1022.7,835.0,1019.8,1.0,1021.6,10.7,9.5,1200.0,2.18,13.85,,,,,,1.9,0.9,14.8,5.5,15.5,15.8,15.7,16.4,16.4,18.2,19.5,19.6,17.8,2.9,4.2,,
108,2019-11-02,13.6,8.3,626.0,18.7,1451,,,,,,,4.6,270.0,1549.0,2.9,290.0,2348.0,1.5,1298.0,5.1,45,1456,57.3,8.9,1009.9,1022.4,827.0,1018.4,1633.0,1020.2,10.6,3.3,1000.0,1.22,7.69,,,,,,8.1,2.3,13.5,3.7,13.7,14.5,15.1,16.1,16.4,18.1,19.5,19.7,17.9,1.6,2.2,,
108,2019-11-03,14.7,9.4,721.0,22.1,1455,,,,,,,8.6,50.0,1802.0,4.7,70.0,1757.0,2.1,1811.0,5.9,36,1452,57.8,9.3,1009.6,1022.2,2228.0,1017.7,1414.0,1019.8,10.6,7.8,1200.0,2.04,12.51,,,,,,4.0,1.8,15.1,4.4,15.0,15.2,15.3,16.0,16.3,18.0,19.3,19.6,17.9,3.1,4.5,,
108,2019-11-04,13.8,9.2,650.0,20.3,1506,,,,,,,6.0,50.0,116.0,3.7,320.0,2010.0,2.1,1777.0,5.1,33,1454,57.8,8.8,1011.5,1023.8,904.0,1020.1,1529.0,1021.8,10.6,9.7,1200.0,2.16,13.83,,,,,,0.0,0.0,13.7,4.4,14.7,15.1,15.3,16.1,16.3,17.8,19.2,19.5,17.8,2.6,3.7,,
108,2019-11-05,12.4,8.4,653.0,18.4,1440,,,,,,,6.8,320.0,1108.0,3.8,320.0,1117.0,1.6,1367.0,5.6,35,1513,65.1,9.1,1009.0,1021.2,16.0,1017.7,1523.0,1019.3,10.5,8.0,1100.0,1.96,11.04,,,,,,1.4,0.6,12.4,2.4,13.6,14.4,14.9,15.8,16.1,17.8,19.0,19.5,17.8,2.0,2.9,,
108,2019-11-06,11.0,6.3,710.0,16.5,1422,,,,,,,7.0,320.0,1814.0,4.4,320.0,1814.0,1.8,1566.0,3.8,29,1422,63.6,8.0,1006.6,1019.2,851.0,1014.8,1727.0,1016.9,10.5,7.5,1200.0,1.89,10.63,,,,,,5.0,0.3,11.0,0.0,12.6,13.6,14.3,15.3,15.8,17.6,19.0,19.5,17.8,2.0,2.9,,
108,2019-11-07,9.2,5.0,2357.0,13.6,1320,,,,,,,8.0,320.0,1910.0,5.3,340.0,1910.0,2.7,2334.0,-4.1,19,1422,42.8,4.9,1007.5,1020.8,2243.0,1015.4,406.0,1017.9,10.4,9.5,1200.0,2.15,13.4,,,,,,1.6,0.0,10.3,1.2,12.1,13.2,14.0,15.0,15.4,17.5,18.8,19.4,17.9,3.5,5.0,,
108,2019-11-08,6.8,1.1,724.0,13.0,1443,,,,,,,7.3,320.0,53.0,4.4,320.0,1515.0,1.9,1624.0,-9.7,14,1233,31.4,3.0,1011.1,1023.2,901.0,1020.2,1436.0,1021.7,10.4,9.7,1200.0,2.24,13.98,,,,,,0.0,0.0,7.3,-5.9,10.0,11.7,12.9,14.2,14.8,17.3,18.7,19.4,17.9,3.0,4.3,,
108,2019-11-09,9.5,3.5,657.0,17.2,1455,,,,,,,6.3,320.0,1424.0,4.2,320.0,1426.0,1.6,1367.0,-3.7,20,1347,41.4,4.9,1011.0,1023.8,851.0,1019.5,1526.0,1021.5,10.4,9.7,1200.0,2.1,13.15,,,,,,0.3,0.3,8.6,-2.8,10.3,11.4,12.4,13.5,14.0,17.0,18.6,19.3,17.9,3.0,4.3,,
108,2019-11-10,10.0,6.2,419.0,15.3,1524,3.08,,,,,11.8,8.1,140.0,1607.0,3.8,180.0,1703.0,2.1,1818.0,1.7,31,1419,59.6,7.1,1001.2,1019.6,1.0,1005.3,2127.0,1011.5,10.3,3.3,1400.0,1.29,6.6,,,,,,8.9,2.5,10.5,0.8,10.6,11.5,12.3,13.4,13.8,16.7,18.5,19.3,17.9,1.5,2.2,12.9,
108,2019-11-11,11.2,7.9,2359.0,15.1,1406,4.08,,,,,1.1,8.5,270.0,1347.0,4.8,270.0,1428.0,2.4,2108.0,5.9,47,1435,71.6,9.4,1000.8,1017.4,2359.0,1004.7,336.0,1011.1,10.3,7.2,1300.0,1.7,8.97,,,,,,5.9,5.1,11.4,1.5,12.1,12.5,12.8,13.6,13.8,16.6,18.4,19.4,18.0,1.7,2.5,,
108,2019-11-12,9.3,4.8,728.0,14.5,1419,,,,,,,4.5,360.0,1555.0,2.7,340.0,1556.0,1.4,1179.0,2.3,38,1415,63.6,7.2,1010.5,1022.3,2353.0,1017.4,1.0,1020.9,10.3,5.7,1100.0,1.35,8.06,,,,,,3.6,0.8,8.5,-0.7,10.0,11.1,12.0,13.1,13.7,16.3,18.1,19.3,17.9,1.4,2.0,,
108,2019-11-13,7.2,3.0,2357.0,11.3,1343,5.83,,,,,7.5,11.0,340.0,1614.0,6.0,230.0,1532.0,2.8,2426.0,2.4,51,2355,72.3,7.6,1007.2,1022.4,56.0,1010.0,1523.0,1017.7,10.2,0.0,1000.0,0.33,1.25,,,,,,8.5,5.8,7.7,0.6,9.0,10.2,11.4,12.6,13.5,16.2,18.0,19.3,18.0,1.2,1.8,7.5,
108,2019-11-14,1.3,-2.5,739.0,5.0,1521,,,,,,,11.8,320.0,131.0,5.8,290.0,204.0,2.9,2469.0,-14.4,21,551,30.6,2.1,1013.7,1027.5,822.0,1021.8,1.0,1024.5,10.2,9.7,1200.0,2.16,13.15,,,,,,1.0,1.0,2.6,-4.4,5.9,7.9,9.7,11.2,12.6,15.9,17.8,19.2,18.0,2.1,2.9,11.1,
108,2019-11-15,5.6,1.4,1.0,7.6,1515,12.33,,,,,18.8,6.2,140.0,406.0,3.5,20.0,559.0,2.0,1693.0,3.3,39,17,87.4,8.1,1007.6,1022.7,1.0,1016.6,1500.0,1018.2,10.2,0.1,900.0,0.33,1.92,,,,,,8.1,6.6,6.2,1.3,6.7,7.6,8.8,10.1,11.7,15.5,17.7,19.1,18.0,0.3,0.5,7.7,
108,2019-11-16,6.8,3.8,553.0,12.7,1557,,,,,,,5.2,70.0,1012.0,3.0,70.0,1015.0,1.6,1354.0,3.5,46,1529,81.3,7.9,1010.1,1022.3,2135.0,1018.5,402.0,1020.7,10.2,5.6,1200.0,1.95,8.92,,,,,,5.5,4.4,7.6,0.1,8.3,8.8,9.4,10.3,11.2,15.1,17.5,19.1,18.0,1.4,2.0,,5.33
108,2019-11-17,8.3,5.6,4.0,10.5,2400,13.58,,,,,21.1,10.5,90.0,1639.0,6.4,70.0,1553.0,3.1,2714.0,4.6,55,918,79.4,8.7,1006.9,1022.6,323.0,1010.1,2311.0,1017.4,10.1,0.0,800.0,0.32,1.32,,,,,,9.3,6.1,7.6,2.5,8.0,8.6,9.4,10.5,11.3,14.6,17.2,19.0,18.0,0.7,0.9,35.8,
108,2019-11-18,4.6,0.4,2103.0,12.7,120,6.25,,,,,14.7,12.1,340.0,532.0,7.0,270.0,418.0,3.9,3386.0,-2.9,30,1238,59.8,5.4,1008.7,1023.0,1907.0,1009.5,124.0,1019.3,10.1,8.0,1100.0,1.92,10.26,,,,,,7.1,3.9,6.9,-1.8,8.5,9.4,9.8,10.6,11.1,14.1,17.0,19.0,18.0,1.9,2.6,0.0,
108,2019-11-19,0.2,-3.5,729.0,4.0,1416,0.5,,,,,0.0,10.3,290.0,1334.0,5.8,320.0,1425.0,2.8,2446.0,-9.7,31,933,48.0,3.0,1015.5,1030.5,2400.0,1022.0,106.0,1026.3,10.1,9.4,1200.0,2.03,11.93,,,,,,1.4,1.4,2.4,-7.8,4.9,6.7,8.3,9.6,10.7,13.8,16.4,19.0,18.0,1.7,2.4,,
108,2019-11-20,0.5,-4.6,722.0,6.3,1514,,,,,,,6.5,320.0,1254.0,4.6,290.0,1336.0,1.8,1519.0,-13.7,18,1447,35.5,2.2,1020.9,1033.3,2301.0,1030.3,28.0,1031.8,10.1,9.4,1200.0,2.06,12.18,,,,,,0.0,0.0,2.0,-8.1,3.6,5.4,7.1,8.5,9.8,13.6,16.1,18.9,17.9,2.0,2.9,,
108,2019-11-21,4.2,-2.3,649.0,9.0,1336,,,,,,,7.1,70.0,2350.0,4.2,70.0,2355.0,1.9,1673.0,-9.3,26,1259,37.4,3.1,1021.4,1034.5,829.0,1029.9,2338.0,1032.2,10.0,5.7,1100.0,1.57,7.4,,,,,,6.1,4.0,2.9,-6.1,4.1,5.3,6.6,7.9,9.1,13.3,15.9,18.9,18.0,2.0,2.8,,
108,2019-11-22,9.7,3.0,714.0,17.3,1538,,,,,,,7.3,90.0,24.0,4.8,70.0,28.0,2.1,1842.0,-6.0,16,1351,34.1,4.0,1017.0,1030.1,812.0,1025.0,1605.0,1027.5,10.0,9.0,1200.0,1.95,11.2,,,,,,1.4,1.4,6.3,-1.6,7.0,7.0,7.5,8.3,9.1,13.0,15.8,18.8,18.0,2.9,4.2,,
108,2019-11-23,12.1,7.7,254.0,17.7,1503,,,,,,,5.8,70.0,1026.0,3.6,70.0,1027.0,1.8,1519.0,2.4,39,1450,52.0,7.3,1013.4,1026.8,616.0,1021.3,1914.0,1023.8,10.0,8.0,1300.0,1.29,8.5,,,,,,6.1,2.5,8.7,2.3,8.7,8.4,8.5,9.1,9.4,12.7,15.5,18.7,17.9,1.7,2.4,,
108,2019-11-24,9.8,4.6,2354.0,15.6,1220,7.58,,,,,3.8,10.0,320.0,2343.0,6.0,320.0,1641.0,2.2,1861.0,5.3,49,1053,74.6,9.1,1010.1,1026.1,2355.0,1016.7,1459.0,1020.5,9.9,1.8,1000.0,1.15,3.84,,,,,,7.1,5.5,8.7,3.2,9.1,9.3,9.4,10.0,10.1,12.6,15.3,18.6,17.9,1.1,1.6,3.8,
108,2019-11-25,1.9,-1.2,733.0,6.0,1541,,,,,,,9.9,340.0,303.0,5.9,320.0,708.0,2.7,2316.0,-4.7,48,1241,62.1,4.4,1019.1,1031.8,2217.0,1026.1,1.0,1030.0,9.9,5.8,1200.0,1.51,7.87,,,,,,4.4,2.5,3.8,-3.1,5.9,7.5,8.7,9.6,10.2,12.5,15.1,18.5,17.9,1.1,1.6,,
108,2019-11-26,6.6,1.2,241.0,13.7,1303,,,,,,,6.7,270.0,1644.0,4.5,320.0,2343.0,2.0,1742.0,0.0,42,1439,64.0,6.1,1018.6,1031.5,103.0,1026.9,1504.0,1029.3,9.9,7.9,1200.0,1.88,9.78,,,,,,3.9,3.3,5.7,-2.6,6.6,7.2,7.9,8.8,9.7,12.5,15.0,18.5,17.9,1.7,2.5,,
108,2019-11-27,3.1,0.3,2355.0,6.8,1423,,,,,,,7.2,290.0,1252.0,4.6,290.0,1055.0,2.7,2318.0,-6.5,33,1427,50.8,3.8,1017.7,1029.9,850.0,1026.6,1451.0,1028.5,9.9,8.3,1200.0,1.95,10.43,,,,,,4.0,0.4,3.7,-3.6,5.8,7.0,8.0,8.9,9.6,12.4,14.8,18.4,17.9,1.8,2.6,,
108,2019-11-28,3.5,-0.6,245.0,10.4,1330,,,,,,,7.8,320.0,1742.0,4.3,340.0,1901.0,2.0,1698.0,-5.5,35,1152,52.4,4.1,1019.1,1031.0,907.0,1028.2,1444.0,1029.9,9.8,9.0,1200.0,1.88,11.21,,,,,,1.8,1.8,3.8,-4.8,5.4,6.4,7.3,8.3,9.2,12.2,14.7,18.3,17.9,1.9,2.7,,
108,2019-11-29,1.5,-3.4,745.0,6.9,1556,,,,,,,6.2,320.0,1445.0,4.0,290.0,1346.0,2.0,1769.0,-10.4,21,1409,42.8,2.8,1020.9,1033.2,1019.0,1030.7,1.0,1031.8,9.8,9.3,1200.0,1.91,11.4,,,,,,0.9,0.0,2.4,-7.9,4.1,5.5,6.8,7.9,8.8,12.0,14.5,18.2,17.8,2.0,2.8,,
108,2019-11-30,4.1,-1.4,552.0,9.3,1301,,,,,,,6.3,320.0,1709.0,3.4,90.0,848.0,1.7,1498.0,-7.7,22,1409,42.6,3.4,1018.0,1032.0,36.0,1026.5,2104.0,1028.7,9.8,5.3,1200.0,1.88,8.01,,,,,,6.0,4.9,3.2,-6.7,4.1,5.1,6.1,7.2,8.3,11.9,14.5,18.1,17.9,1.5,2.2,0.1,
108,2019-12-01,4.6,2.3,2354.0,6.2,1212,22.0,,,,,3.3,7.2,320.0,2048.0,4.1,320.0,2051.0,1.6,1366.0,1.3,51,1,79.4,6.8,1011.4,1026.5,1.0,1019.3,1959.0,1022.1,9.8,0.0,1100.0,0.56,1.89,,,,,,9.3,6.9,5.2,-0.4,5.8,6.4,6.9,7.7,8.3,11.7,14.4,18.1,17.9,0.6,0.8,3.2,
108,2019-12-02,-0.1,-3.2,2355.0,2.8,1404,,,,,,,10.9,340.0,1311.0,6.2,320.0,1424.0,3.1,2694.0,-10.4,25,1158,48.0,2.9,1011.8,1026.3,2350.0,1019.5,115.0,1022.7,9.8,8.8,1200.0,1.91,10.42,,,,,,2.4,1.5,2.0,-6.8,3.9,5.4,6.5,7.5,8.3,11.4,14.0,17.9,17.8,1.7,2.4,,
108,2019-12-03,0.5,-5.0,520.0,4.2,1501,6.42,,,,,0.6,5.7,180.0,1945.0,3.6,200.0,1915.0,1.6,1367.0,-6.2,41,22,61.3,4.1,1014.4,1026.4,6.0,1023.7,1433.0,1025.3,9.8,3.1,1300.0,0.95,5.01,,,,,,6.3,5.5,1.4,-9.8,1.9,3.5,5.2,6.5,7.8,11.3,14.0,17.9,17.8,0.9,1.3,0.6,
